value,count
they did not -lrb- which i understand -rrb- but they were very rude about it .,1
the lights flash every hour and is awesome .,1
wrap up warm .,1
but at night the tower lights up and every hour twinkles for 5 minutes .,1
absolutely incredible experience and a must for anyone visiting paris !,1
you can not miss that !,1
unfortunately we did not plan ahead and by thus we did not book tickets in advance .,1
"let us be honest : taking a lift all the way up was a must do for the kids , but not worth the two hour queue",1
"as recommended by others , we got our tickets on-line about a month before visiting .",1
"we entered from the southern end where the park is , no lines .",1
"i never did see the eiffel tower lit up at night though , so an overnight layover gave me a wonderful opportunity to see this world famous landmark in a whole different light .",1
it was bitter sweet to go back because seeing my beloved eiffel tower surrounded by a fence and guards with dogs was very sad .,1
"we thought we could do this in paris once we got an idea of what our trip would be like , but you need more time -- possibly a few weeks out .",1
"we spent a total of 4 hours with getting in , the tour , wondering around , looking at the paris skyline trying to find landmarks , and then going to the summit for champagne and sunset .",1
be aware the lines to access the elevator to the top are very long but well worth the wait .,1
"but you do n't really need to pay to go up to the top , the best way to see it is walking around it and admiring the architecture .",1
value for money .,1
this is my favourite place in the whole world ... i 've been with my man and i 've also travelled on my own when he has been unable to attend ... .,1
the added information was excellent .,1
excellent ... .,1
then see it at night when it twinkles !!,1
security checks now to get under tower .,1
a one time visit is more than enough,1
it 's an absolute must for paris .,1
"one of the finest places visited , have to try on both day & night time .",1
there is now security detail in place to get in and that was not there in 2010 .,1
it was drizzling and very very windy !,1
the queue is quick and it takes 15-20 minutes if you go slow to reach the first level .,1
i had purchased timed entry tickets online ahead of time on the official site of the eiffel tower which saved us some time .,1
do n't miss it as it only lasts for maybe 10 minutes .,1
the guide pretended to be a air pilot taking us back in time to the 30 's .,1
"although it was still cloudy on spring , river was overloaded but it never stops us to enjoy the real paris .",1
but in front of me and they trying me make me not comfortable and feel want go out from there .,1
"after seeing pictures of the eiffel tower my entire life , i was still amazed by it when i saw it in person .",1
we saw some youth who had just walked all the way up from the ground they looked cooked .,1
even better than carcassonne though not as warm .,1
phenomenal views and champagne await you ...,1
"we arrived right on time for admittance , and had almost no line to wait for the elevator .",1
unfortunately the food q was large so we had to settle for some nougat and lollies from the gift shop as we were all starving .,1
"when i arrived at the base of the tower , there was an 2 hour line to catch the lift !!",1
we booked a tour with viator - there was no availability to book directly at the eiffel tower website .,1
go in june !,1
"it is not that the eiffel tower experience is a bad one , it is just that i think it could be so much more -lrb- and perhaps my great experience from a previous visit ruined this one for me -rrb- .",1
"in other words , i 'm a bit obese .",1
the ride on the elevator is worth the trip .,1
"from there , it was not easy to decipher exactly which line to go to but on our vouchers , i believe it said to go to a certain colored flag and that really helped .",1
you and the teen -lrb- s -rrb- will not be disappointed .,1
however irrespective getting the elevator to the top was a loooooooonnnnggggg wait !,1
the history of this landmark was by far one of our best tours !!!,1
amazing views but was surprised by the amount of petty crime .,1
eiffel tower is really an iconic monument .,1
make sure you purchase your tickets before you travel that way you can jump the queues .,1
"in short paris is over run by pickpocket gangs and overpriced brasseries 47 euros for breakfast in brasserie next to madeleine metro mugged on first day by roma gypsies at the bottom of eiffel tower pestered non stop by other con artists ie the dropped ring trick , street sellers trying to sell you various rubbish outside all major attractions .",1
and had glittering views of its lighting .,1
"we spent many evenings having wine at the small little park just to the north of the base , in our own little known hideaway .",1
"you should certainly buy your ticket online , if you want to climb .",1
do n't worry about the peddlers .,1
it was cool to see the tower in person after seeing it in pictures for all these years .,1
"we simply walked up to line , bought tickets and ascended .",1
"if you do n't , you should expect to queue for a minimum of 2-3 hours to get onto the tower and then you 'll still be queuing for lifts on top of that .",1
